userid,funct,pronoun,ppron,i,we,you,shehe,they,ipron,article,verb,auxverb,past,present,future,adverb,preps,conj,negate,quant,number,swear,social,family,friend,humans,affect,posemo,negemo,anx,anger,sad,cogmech,insight,cause,discrep,tentat,certain,inhib,incl,excl,percept,see,hear,feel,bio,body,health,sexual,ingest,relativ,motion,space,time,work,achieve,leisure,home,money,relig,death,assent,nonfl,filler
1,1.64E-03,1.80E-03,0.00884059,0.00884059,0.00404652,0.006847,0.0033082,0.00414573,0.00884059,2.93E-02,4.14E-04,2.06E-03,2.99E-04,4.55E-04,9.47E-04,5.97E-04,2.51E-03,2.45E-03,8.03E-04,3.22E-04,3.51E-04,6.93E-06,2.64E-04,6.63E-05,2.08E-05,1.92E-04,3.73E-05,5.78E-05,2.22E-05,2.22E-05,2.22E-05,2.22E-05,2.48E-04,1.01E-04,1.53E-04,2.55E-04,1.79E-04,1.53E-04,3.91E-05,3.05E-03,1.24E-03,7.83E-05,1.12E-04,1.23E-04,5.99E-05,2.93E-05,3.47E-05,2.46E-05,9.56E-06,3.10E-05,2.12E-04,1.01E-04,3.40E-04,2.04E-04,6.77E-05,8.46E-05,4.58E-05,5.07E-05,4.44E-05,1.56E-05,3.29E-05,7.41E-05,2.33E-04,3.75E-06
